episode,baseline_mean_return_mean,baseline_mean_return_std,baseline_mean_return_smooth_mean,baseline_success_rate_mean,baseline_success_rate_std,baseline_success_rate_smooth_mean,baseline_collision_rate_mean,baseline_collision_rate_std,baseline_collision_rate_smooth_mean,baseline_mean_speed_mean,baseline_mean_speed_std,baseline_mean_speed_smooth_mean,ours_mean_return_mean,ours_mean_return_std,ours_mean_return_smooth_mean,ours_success_rate_mean,ours_success_rate_std,ours_success_rate_smooth_mean,ours_collision_rate_mean,ours_collision_rate_std,ours_collision_rate_smooth_mean,ours_mean_speed_mean,ours_mean_speed_std,ours_mean_speed_smooth_mean
2099,23.242243,1.495720,22.789416,0.606267,0.022905,0.597009,0.323267,0.042667,0.350338,20.344900,0.144325,20.343260,27.246996,3.695400,28.805250,0.743600,0.019801,0.733324,0.265633,0.039526,0.254501,20.584467,0.105011,20.612823
2109,23.904976,2.768726,23.068306,0.585600,0.046368,0.594156,0.344100,0.030367,0.348779,20.367700,0.125347,20.349370,28.016469,2.170382,28.608055,0.754300,0.028392,0.738568,0.248167,0.031611,0.252917,20.632367,0.126608,20.617709
2119,28.872388,5.290679,24.519326,0.585433,0.017077,0.591976,0.331867,0.039371,0.344551,20.323033,0.131410,20.342786,27.089454,2.486095,28.228405,0.736400,0.016820,0.738026,0.252133,0.014702,0.252721,20.617500,0.119691,20.617657
2129,28.442328,3.478031,25.500077,0.591133,0.021729,0.591765,0.351633,0.022170,0.346321,20.337367,0.184189,20.341431,25.385543,1.313143,27.517689,0.737000,0.040050,0.737769,0.239967,0.022659,0.249533,20.621600,0.168810,20.618643
2139,25.812891,2.728720,25.578280,0.590433,0.004970,0.591432,0.344767,0.007216,0.345933,20.351533,0.178768,20.343957,24.022706,2.494856,26.643944,0.754833,0.029934,0.742035,0.260267,0.032713,0.252216,20.659867,0.142635,20.628949
2149,23.223481,0.390277,24.989580,0.602300,0.025446,0.594149,0.354333,0.002752,0.348033,20.327400,0.216368,20.339818,25.654649,1.538634,26.396620,0.732700,0.024720,0.739702,0.233300,0.024931,0.247487,20.644833,0.121466,20.632920
2159,23.401372,1.310810,24.592528,0.614733,0.027386,0.599295,0.348533,0.047435,0.348158,20.349267,0.201301,20.342180,27.991399,3.157043,26.795315,0.755967,0.020961,0.743768,0.261900,0.057990,0.251090,20.636067,0.161028,20.633707
2169,22.330945,2.948234,24.027133,0.622367,0.027390,0.605063,0.331933,0.033302,0.344102,20.312633,0.139213,20.334793,26.942564,1.067463,26.832127,0.732333,0.036960,0.740909,0.267967,0.035436,0.255309,20.663567,0.184312,20.641172
2179,24.078239,3.647945,24.039909,0.582967,0.029198,0.599539,0.340400,0.030371,0.343176,20.343233,0.193792,20.336903,28.481123,0.914300,27.244376,0.729067,0.025756,0.737949,0.246833,0.031286,0.253190,20.625333,0.137022,20.637212
2189,24.333497,0.880484,24.113306,0.615600,0.018073,0.603554,0.343000,0.025054,0.343132,20.328000,0.159306,20.334677,29.327267,3.410667,27.765099,0.724300,0.030882,0.734536,0.239833,0.011248,0.249851,20.689500,0.165320,20.650284
2199,27.777261,0.722732,25.029295,0.617200,0.025692,0.606966,0.306100,0.023134,0.333874,20.375900,0.167197,20.344983,28.647850,4.145244,27.985787,0.775333,0.006900,0.744736,0.238467,0.037161,0.247005,20.621000,0.114931,20.642963
2209,28.983052,0.907584,26.017734,0.606133,0.019964,0.606758,0.344933,0.007467,0.336639,20.354633,0.165174,20.347396,24.879981,2.967167,27.209335,0.712467,0.031286,0.736668,0.220833,0.041186,0.240462,20.672767,0.160992,20.650414
2219,30.265056,1.136150,27.079564,0.589800,0.020202,0.602518,0.332633,0.030923,0.335638,20.323633,0.201390,20.341455,27.694577,3.076153,27.330646,0.714667,0.011921,0.731168,0.224433,0.039899,0.236455,20.584167,0.154576,20.633852
2229,26.937248,4.553482,27.043985,0.612433,0.015638,0.604997,0.385967,0.019766,0.348220,20.364733,0.190126,20.347275,26.222626,2.449366,27.053641,0.735933,0.014374,0.732359,0.249433,0.024350,0.239700,20.595000,0.125569,20.624139
2239,25.810103,2.483904,26.735515,0.601100,0.025348,0.604023,0.354900,0.012794,0.349890,20.337667,0.157392,20.344873,26.055397,2.018685,26.804080,0.733733,0.012210,0.732703,0.236567,0.027956,0.238916,20.645367,0.192816,20.629446
2249,22.735985,1.670513,25.735632,0.595967,0.013030,0.602009,0.317967,0.019968,0.341909,20.333667,0.164618,20.342071,28.322185,0.682908,27.183606,0.740000,0.018210,0.734527,0.259767,0.044978,0.244129,20.673167,0.139540,20.640376
2259,22.766353,3.519926,24.993312,0.594633,0.035770,0.600165,0.352233,0.027071,0.344490,20.367567,0.155099,20.348445,29.645717,0.290053,27.799134,0.748633,0.011813,0.738054,0.249600,0.026784,0.245497,20.664700,0.191468,20.646457
2269,23.814129,1.601918,24.698517,0.618133,0.012237,0.604657,0.358433,0.006950,0.347976,20.334433,0.180395,20.344942,30.916229,0.887587,28.578408,0.748833,0.020037,0.740749,0.242767,0.018069,0.244814,20.634867,0.153637,20.643560
2279,22.088360,1.078079,24.045977,0.596600,0.043135,0.602643,0.363767,0.028615,0.351924,20.383467,0.143386,20.354573,31.207829,1.449935,29.235763,0.765467,0.011840,0.746928,0.244133,0.044744,0.244644,20.646667,0.183658,20.644336
2289,23.687936,1.309013,23.956467,0.603900,0.021708,0.602957,0.331300,0.019516,0.346768,20.322767,0.164830,20.346622,31.157901,3.256405,29.716297,0.737100,0.017105,0.744471,0.239933,0.002772,0.243466,20.652033,0.161028,20.646261
2299,27.231185,1.449345,24.775147,0.626700,0.023670,0.608893,0.335233,0.013349,0.343884,20.376267,0.232019,20.354033,27.874063,1.510138,29.255739,0.754833,0.010379,0.747062,0.227667,0.035288,0.239516,20.605400,0.126792,20.636045
2309,27.425683,1.119898,25.437781,0.604500,0.036539,0.607795,0.357233,0.024984,0.347221,20.334733,0.158388,20.349208,28.938493,1.263480,29.176427,0.729467,0.019924,0.742663,0.238167,0.035056,0.239179,20.623533,0.180079,20.632917
2319,25.255465,0.393805,25.392202,0.607500,0.044430,0.607721,0.373033,0.017444,0.353674,20.380867,0.197622,20.357123,27.947414,2.601280,28.869174,0.743667,0.014411,0.742914,0.246267,0.032185,0.240951,20.600700,0.130713,20.624863
2329,24.065190,2.307706,25.060449,0.621633,0.015276,0.611199,0.329767,0.016420,0.347697,20.397067,0.179195,20.367109,25.255397,1.222475,27.965730,0.740467,0.042886,0.742302,0.227833,0.045512,0.237671,20.658267,0.131783,20.633214
2339,20.405208,1.524398,23.896639,0.618000,0.017497,0.612899,0.336200,0.028633,0.344823,20.371467,0.217837,20.368198,27.653641,1.576149,27.887708,0.730900,0.012659,0.739452,0.242667,0.033476,0.238920,20.610867,0.135407,20.627627
2349,21.548149,0.315182,23.309516,0.626833,0.032516,0.616383,0.356400,0.007407,0.347717,20.369067,0.136334,20.368415,29.309307,0.817897,28.243107,0.747033,0.009967,0.741347,0.231533,0.022932,0.237074,20.646767,0.161240,20.632412
2359,21.553165,0.505979,22.870429,0.620933,0.013108,0.617520,0.339667,0.011741,0.345705,20.336933,0.148302,20.360545,28.084801,2.913245,28.203531,0.739700,0.008459,0.740935,0.247267,0.030178,0.239622,20.649600,0.141836,20.636709
2369,23.890634,0.476305,23.125480,0.598800,0.006336,0.612840,0.344200,0.034604,0.345328,20.364633,0.204593,20.361567,30.963905,1.219748,28.893624,0.763367,0.020511,0.746543,0.258700,0.044928,0.244391,20.653133,0.192700,20.640815
2379,25.384339,3.981427,23.690195,0.608367,0.040012,0.611722,0.338333,0.028487,0.343580,20.352000,0.197771,20.359175,31.634138,1.034181,29.578753,0.756200,0.002223,0.748957,0.240500,0.031292,0.243419,20.660800,0.127840,20.645811
2389,27.223943,3.639992,24.573632,0.604833,0.027832,0.610000,0.360000,0.006960,0.347685,20.279133,0.165410,20.339165,29.269623,1.524090,29.501470,0.752900,0.031839,0.749943,0.216367,0.011400,0.236656,20.633000,0.131037,20.642608
2399,30.841478,2.317138,26.140593,0.613767,0.022821,0.610941,0.330667,0.015351,0.343430,20.331300,0.160106,20.337199,28.498575,2.343897,29.250747,0.738867,0.036225,0.747174,0.244800,0.028901,0.238692,20.624500,0.140295,20.638081
2409,25.754161,1.399877,26.043985,0.594467,0.012562,0.606823,0.317933,0.023229,0.337056,20.370100,0.210720,20.345424,26.977094,1.245613,28.682333,0.749000,0.029759,0.747630,0.228767,0.043888,0.236210,20.654600,0.154989,20.642211
2419,26.014309,1.995221,26.036566,0.601433,0.017800,0.605475,0.335500,0.036861,0.336667,20.331700,0.155354,20.341993,25.163612,1.481524,27.802653,0.751700,0.027577,0.748648,0.222933,0.037392,0.232891,20.643767,0.155189,20.642600
2429,25.222787,2.745901,25.833121,0.610300,0.023149,0.606682,0.347833,0.004900,0.339459,20.418000,0.191627,20.360995,25.347586,2.330640,27.188886,0.746900,0.030799,0.748211,0.218933,0.027736,0.229402,20.695467,0.152991,20.655817
2439,24.102205,2.497218,25.400392,0.598400,0.024471,0.604611,0.315867,0.002978,0.333561,20.369267,0.156855,20.363063,26.642496,0.823689,27.052289,0.741300,0.017730,0.746483,0.232267,0.041085,0.230118,20.621367,0.132422,20.647204
2449,24.059253,3.088567,25.065108,0.615933,0.041159,0.607442,0.343533,0.019842,0.336054,20.396133,0.189088,20.371330,26.877063,1.929569,27.008482,0.729900,0.013718,0.742337,0.261400,0.019609,0.237938,20.621167,0.150647,20.640695
2459,26.011556,1.427844,25.301720,0.596533,0.020007,0.604715,0.358400,0.031126,0.341640,20.373067,0.192704,20.371764,29.509530,1.479184,27.633744,0.755200,0.017972,0.745553,0.233700,0.028517,0.236879,20.665867,0.144704,20.646988
2469,26.064676,1.907111,25.492459,0.617533,0.021621,0.607919,0.328133,0.025013,0.338264,20.393933,0.198710,20.377307,29.203226,1.792416,28.026115,0.725733,0.020776,0.740598,0.233167,0.022628,0.235951,20.642333,0.118108,20.645824
2479,28.435178,1.684498,26.228138,0.592167,0.045706,0.603981,0.352233,0.020357,0.341756,20.285233,0.166227,20.354288,29.519439,2.850732,28.399446,0.742200,0.024267,0.740999,0.234267,0.046708,0.235530,20.670300,0.166572,20.651943
2489,27.759670,2.243181,26.611021,0.595300,0.021364,0.601811,0.335300,0.032888,0.340142,20.395000,0.178334,20.364466,28.429948,1.306178,28.407071,0.728900,0.008394,0.737974,0.259600,0.051524,0.241547,20.668333,0.159731,20.656041
2499,28.058773,0.424805,26.972959,0.623300,0.028155,0.607183,0.315167,0.019599,0.333898,20.370267,0.220171,20.365916,28.274318,2.270979,28.373883,0.758633,0.026247,0.743139,0.250867,0.058821,0.243877,20.648567,0.176546,20.654172
2509,25.940456,3.301072,26.714833,0.611733,0.014838,0.608321,0.344500,0.015415,0.336549,20.326867,0.150937,20.356154,26.899511,1.708603,28.005290,0.754100,0.013890,0.745879,0.235367,0.036718,0.241750,20.660833,0.125042,20.655837
2519,22.882442,1.975875,25.756736,0.635933,0.043630,0.615224,0.365300,0.018143,0.343736,20.370500,0.179378,20.359740,28.801102,1.532820,28.204243,0.740600,0.028838,0.744559,0.230367,0.032441,0.238904,20.674167,0.156543,20.660420
2529,22.006436,1.895717,24.819161,0.612800,0.014671,0.614618,0.340900,0.027138,0.343027,20.373933,0.227747,20.363289,27.401602,0.724041,28.003583,0.751800,0.023226,0.746369,0.226767,0.035146,0.235870,20.665667,0.136649,20.661731
2539,21.989340,2.901290,24.111706,0.615333,0.029759,0.614797,0.353700,0.011385,0.345696,20.342700,0.184700,20.358142,28.821859,1.728632,28.208152,0.734700,0.009729,0.743452,0.200600,0.026418,0.227052,20.644333,0.220487,20.657382
2549,21.654760,0.884612,23.497469,0.635367,0.033162,0.619939,0.365533,0.030719,0.350655,20.364933,0.210639,20.359839,29.174521,2.055319,28.449744,0.753000,0.035135,0.745839,0.228700,0.024740,0.227464,20.674833,0.148477,20.661745
2559,24.608688,1.603853,23.775274,0.592833,0.010880,0.613163,0.323267,0.016324,0.343808,20.434133,0.189917,20.378413,31.255313,1.849349,29.151136,0.744067,0.016665,0.745396,0.230300,0.032513,0.228173,20.667033,0.122282,20.663067
2569,27.020158,0.991707,24.586495,0.641467,0.011076,0.620239,0.355300,0.013945,0.346681,20.359800,0.210066,20.373760,31.600436,0.289096,29.763461,0.774367,0.026536,0.752639,0.229267,0.035479,0.228446,20.646500,0.140266,20.658925
2579,27.808768,0.257449,25.392063,0.616800,0.033807,0.619379,0.328400,0.015944,0.342111,20.344267,0.194963,20.366386,30.373259,1.939020,29.915911,0.743167,0.012861,0.750271,0.225300,0.045163,0.227660,20.694767,0.139729,20.667886
2589,28.480452,1.766571,26.164160,0.608867,0.023576,0.616751,0.352100,0.037776,0.344608,20.362733,0.202308,20.365473,29.510694,1.951196,29.814607,0.764400,0.007116,0.753803,0.229267,0.041950,0.228062,20.682467,0.125720,20.671531
2599,25.844297,2.123622,26.084195,0.614800,0.019548,0.616263,0.336300,0.011032,0.342531,20.391467,0.202914,20.371972,28.877646,1.386822,29.580366,0.734967,0.021640,0.749094,0.229700,0.022572,0.228471,20.634600,0.140753,20.662298
2609,23.984094,1.603726,25.559169,0.614933,0.018683,0.615931,0.336933,0.040853,0.341132,20.352633,0.145051,20.367137,27.951212,1.572489,29.173078,0.738567,0.028753,0.746462,0.249533,0.049707,0.233737,20.622933,0.153990,20.652457
2619,24.356596,1.749133,25.258526,0.594133,0.013917,0.610481,0.341433,0.013214,0.341207,20.356200,0.195657,20.364403,27.675105,0.301903,28.798585,0.759867,0.009252,0.749813,0.253967,0.037917,0.238794,20.598767,0.173817,20.639034
2629,24.224511,3.139447,25.000022,0.593133,0.007179,0.606144,0.322767,0.030207,0.336597,20.358300,0.178639,20.362877,28.017482,1.049528,28.603309,0.740233,0.020870,0.747418,0.261067,0.056025,0.244362,20.624333,0.165586,20.635359
2639,25.212547,2.349840,25.053154,0.614167,0.019042,0.608150,0.330333,0.018734,0.335031,20.379900,0.192648,20.367133,28.404456,2.071433,28.553596,0.762367,0.042246,0.751155,0.223900,0.036558,0.239247,20.689600,0.138000,20.648919
2649,24.977957,1.707935,25.034354,0.623367,0.031428,0.611954,0.349200,0.019233,0.338573,20.372167,0.218220,20.368391,29.974212,1.633481,28.908750,0.751033,0.033025,0.751125,0.236267,0.044768,0.238502,20.639933,0.152005,20.646673
2659,27.355128,1.503294,25.614548,0.613033,0.012944,0.612224,0.342400,0.009200,0.339530,20.350533,0.203657,20.363927,29.193337,0.617423,28.979897,0.761200,0.034870,0.753644,0.240933,0.041574,0.239110,20.640733,0.169041,20.645188
2669,31.380021,0.983805,27.055916,0.624800,0.017719,0.615368,0.329800,0.008806,0.337097,20.338933,0.180388,20.357678,30.376615,1.021324,29.329076,0.749600,0.019985,0.752633,0.228367,0.033077,0.236424,20.692767,0.146192,20.657083
2679,27.687698,2.756696,27.213862,0.619433,0.007669,0.616384,0.324633,0.048559,0.333981,20.362000,0.191535,20.358759,28.996485,1.996807,29.245928,0.752500,0.021800,0.752600,0.213933,0.009274,0.230801,20.660467,0.139113,20.657929
2689,26.811597,2.805935,27.113296,0.604200,0.017265,0.613338,0.334967,0.010611,0.334228,20.327833,0.161089,20.351027,27.655612,1.805052,28.848349,0.756500,0.013100,0.753575,0.227667,0.038185,0.230018,20.674967,0.145414,20.662188
2699,24.915724,1.705390,26.563903,0.625133,0.009935,0.616287,0.360600,0.012751,0.340821,20.331800,0.161093,20.346221,26.865730,1.626986,28.352695,0.776300,0.023440,0.759256,0.239600,0.032202,0.232413,20.675400,0.172279,20.665491
2709,25.023254,2.848838,26.178741,0.620867,0.008886,0.617432,0.339767,0.006579,0.340557,20.370400,0.165580,20.352265,25.888606,0.052449,27.736672,0.749200,0.024332,0.756742,0.230900,0.027186,0.232035,20.663633,0.129292,20.665027
2719,23.707018,1.509612,25.560810,0.628633,0.011944,0.620232,0.338933,0.034489,0.340151,20.361933,0.211173,20.354682,27.090410,1.219849,27.575107,0.742533,0.031498,0.753190,0.240833,0.057449,0.234235,20.662533,0.168673,20.664403
2729,24.884047,2.045608,25.391619,0.624967,0.018924,0.621416,0.354400,0.017324,0.343713,20.366167,0.169655,20.357553,28.085582,1.653008,27.702726,0.759433,0.014873,0.754751,0.261700,0.039551,0.241101,20.628467,0.165558,20.655419
2739,26.794198,0.507765,25.742264,0.616367,0.011553,0.620154,0.319633,0.020833,0.337693,20.363067,0.184225,20.358932,28.985399,2.976739,28.023394,0.742867,0.032108,0.751780,0.244067,0.043272,0.241842,20.649700,0.156470,20.653989
2749,28.183812,1.884310,26.352651,0.642833,0.011014,0.625824,0.311900,0.009728,0.331245,20.367867,0.182004,20.361165,29.480433,2.197658,28.387654,0.761300,0.010645,0.754160,0.254200,0.036473,0.244932,20.663333,0.148943,20.656325
2759,26.179066,0.934911,26.309255,0.634333,0.031133,0.627951,0.346500,0.010402,0.335059,20.391533,0.196702,20.368757,31.631185,2.099340,29.198537,0.742700,0.037457,0.751295,0.210833,0.028222,0.236407,20.690233,0.157550,20.664802
2769,28.751170,2.596944,26.919733,0.612533,0.009695,0.624097,0.325367,0.005029,0.332636,20.402100,0.208071,20.377093,30.972078,1.660604,29.641922,0.755433,0.028678,0.752329,0.180733,0.009160,0.222489,20.662633,0.135740,20.664260
2779,25.782044,1.679334,26.635311,0.622100,0.003295,0.623597,0.342133,0.009071,0.335010,20.388767,0.181796,20.380011,29.254521,1.938394,29.545072,0.757933,0.014764,0.753730,0.228533,0.022662,0.224000,20.663800,0.149965,20.664145
2789,23.381410,1.204198,25.821836,0.627433,0.017038,0.624556,0.325133,0.028270,0.332541,20.391967,0.208600,20.383000,29.345666,3.926494,29.495220,0.754500,0.013924,0.753923,0.237200,0.039220,0.227300,20.662367,0.192898,20.663700
2799,23.241309,2.286961,25.176704,0.629100,0.020181,0.625692,0.349067,0.039853,0.336672,20.388500,0.175628,20.384375,28.162218,0.869072,29.161970,0.753767,0.020817,0.753884,0.231033,0.022948,0.228233,20.692567,0.132717,20.670917
2809,23.168649,1.834384,24.674690,0.611933,0.017980,0.622253,0.321067,0.019112,0.332771,20.430233,0.216021,20.395840,28.235883,0.411958,28.930448,0.765800,0.013766,0.756863,0.251333,0.038244,0.234008,20.690500,0.104883,20.675813
2819,23.154368,1.132959,24.294610,0.624567,0.021560,0.622831,0.336500,0.021706,0.333703,20.381400,0.195672,20.392230,28.153631,0.676908,28.736244,0.743200,0.013579,0.753447,0.226867,0.023671,0.232223,20.645767,0.145795,20.668301
2829,24.404903,1.401919,24.322183,0.631033,0.012818,0.624882,0.326200,0.028170,0.331827,20.344300,0.225295,20.380247,28.722447,1.995630,28.732794,0.756433,0.016560,0.754194,0.227800,0.033924,0.231117,20.633200,0.103922,20.659526
2839,26.868200,2.012109,24.958687,0.619833,0.012633,0.623620,0.355167,0.017397,0.337662,20.356300,0.208115,20.374261,29.531333,1.436879,28.932429,0.747567,0.021162,0.752537,0.218067,0.031131,0.227855,20.647067,0.158309,20.656411
2849,27.734091,1.803584,25.652538,0.627800,0.031129,0.624665,0.316033,0.022084,0.332255,20.432667,0.191394,20.388862,31.319637,0.755606,29.529231,0.728767,0.030258,0.746594,0.236067,0.042558,0.229908,20.692800,0.123811,20.665508
2859,26.646817,2.879928,25.901108,0.636167,0.028842,0.627540,0.329333,0.032695,0.331525,20.398400,0.190011,20.391247,31.172668,1.376307,29.940090,0.767733,0.017350,0.751879,0.227433,0.023362,0.229289,20.626600,0.149789,20.655781
2869,27.279542,1.348991,26.245716,0.629733,0.014248,0.628088,0.364700,0.026524,0.339818,20.358767,0.238320,20.383127,30.132701,0.807020,29.988243,0.752000,0.034280,0.751909,0.218867,0.029372,0.226683,20.642433,0.159942,20.652444
2879,26.255309,0.800766,26.248115,0.628700,0.022544,0.628241,0.331833,0.014546,0.337822,20.374933,0.211373,20.381078,28.129709,1.763009,29.523609,0.756767,0.011128,0.753124,0.221300,0.047181,0.225338,20.689267,0.140455,20.661650
2889,25.450411,1.518252,26.048689,0.638500,0.022435,0.630806,0.327767,0.012239,0.335308,20.334267,0.191981,20.369375,26.982773,2.786180,28.888400,0.735600,0.019102,0.748743,0.244233,0.025942,0.230062,20.684133,0.168984,20.667271
2899,23.794579,1.750109,25.485161,0.637233,0.010832,0.632413,0.378467,0.012669,0.346098,20.387567,0.192781,20.373923,26.608787,1.768105,28.318497,0.760167,0.015186,0.751599,0.217167,0.044077,0.226838,20.589333,0.097958,20.647786
2909,25.155062,1.312679,25.402637,0.631500,0.021366,0.632185,0.322833,0.015586,0.340282,20.384800,0.211674,20.376642,26.455424,0.723900,27.852729,0.759833,0.025296,0.753657,0.237700,0.033929,0.229553,20.636867,0.119987,20.645056
2919,28.144969,1.885068,26.088220,0.615567,0.002237,0.628030,0.314667,0.018239,0.333878,20.359200,0.145602,20.372282,27.069548,0.942521,27.656934,0.754900,0.006800,0.753968,0.232367,0.029001,0.230257,20.623300,0.170092,20.639617
2929,26.779637,1.733098,26.261074,0.631000,0.014855,0.628773,0.356367,0.005480,0.339500,20.412667,0.205771,20.382378,28.072306,1.284527,27.760777,0.758533,0.031344,0.755109,0.220567,0.036253,0.227834,20.724433,0.161821,20.660821
2939,29.143549,2.500006,26.981693,0.616033,0.042872,0.625588,0.346867,0.014129,0.341342,20.328200,0.207278,20.368834,30.444757,2.108372,28.431772,0.754933,0.018279,0.755065,0.216067,0.014188,0.224892,20.631033,0.156698,20.653374
2949,29.975232,2.980960,27.730077,0.628800,0.018183,0.626391,0.340067,0.022651,0.341023,20.351767,0.196816,20.364567,30.006791,1.474246,28.825527,0.752600,0.016003,0.754449,0.226300,0.036773,0.225244,20.675100,0.163690,20.658806
2959,28.776740,2.254866,27.991743,0.624933,0.037361,0.626026,0.317833,0.026624,0.335226,20.366500,0.253621,20.365050,28.862986,2.450221,28.834891,0.759767,0.006575,0.755778,0.190933,0.015281,0.216667,20.685667,0.201934,20.665521
2969,24.986521,2.339301,27.240438,0.616300,0.008285,0.623595,0.308033,0.009120,0.328428,20.408133,0.215703,20.375821,28.742461,1.437954,28.811784,0.757333,0.027724,0.756167,0.232367,0.030071,0.220592,20.681633,0.113488,20.669549
2979,23.460109,3.337275,26.295355,0.612533,0.013040,0.620829,0.318233,0.018237,0.325879,20.338067,0.157612,20.366382,29.750181,1.997320,29.046383,0.753900,0.021919,0.755600,0.224700,0.038257,0.221619,20.701800,0.156278,20.677612
2989,23.950008,0.588184,25.709019,0.618967,0.021243,0.620364,0.311333,0.005221,0.322243,20.378600,0.184931,20.369437,27.660592,1.476311,28.699935,0.750133,0.025976,0.754234,0.216033,0.009977,0.220222,20.664900,0.149525,20.674434
2999,22.972357,0.536169,25.024853,0.633867,0.021714,0.623739,0.350900,0.004373,0.329407,20.358033,0.207047,20.366586,27.318976,1.686505,28.354696,0.742333,0.029148,0.751259,0.223767,0.037707,0.221108,20.693533,0.186239,20.679209
